Plot,Q1,Q2,Q3,Q4,Q5,Genre
"Michael Felgate is an English auctioneer living in New York where he manages the Cromwell auction house. He proposes marriage to his girlfriend Gina Vitale, but is shocked to be turned down. Gina tearfully explains that her father Frank and most of her cousins and uncles are gangsters deeply involved in a Mafia crime family, and she is worried that Michael may be sucked into their world. Michael retorts that he will not let this happen, but barely is their engagement party over before he is unwittingly involved in a money laundering scam, and soon the FBI takes an interest in him.
When one of the money laundering scams at Michael's auction house goes wrong, Gina's cousin Johnny confronts and assaults Michael. Gina grabs his gun and fires a warning shot into the ceiling, which ricochets and accidentally kills Johnny. Johnny's father Vito finds out, and he tells Frank he will kill Gina unless Frank kills Michael during his wedding speech. Unable to carry out the deed, Frank confesses what Vito has ordered him to do to Michael and the two of them turn to the FBI in return for protection. The FBI set up an elaborate operation in which Michael's execution will be faked at the wedding reception. Michael is given a hidden recording device and is tasked with trying to record Vito into admitting his criminal activity on tape before he is ""executed"".
Michael's plan fails, and when Vito realises that his execution is a set-up, he orders Vinnie to kill Michael. Vinnie shoots Gina in what appears to be an accident. Vito is arrested for ordering Michael's execution. As Frank and Michael mourn Gina's apparent death in the back of her ambulance, it is revealed that her death was faked as well, and that Vinnie and Gina were also involved with the FBI as a back-up plan.",1,0,1,1,1,comedy
"The film focuses on several characters. One of the main protagonists, Dean (Justin Long), has been a waiter at a restaurant called Shenaniganz for four years since graduating from high school, and has not earned a degree during his four years at a community college. When Dean learns from his mother that a former high school classmate, Chett (Travis Resor), now has a bachelor's degree in electrical engineering, he begins to rethink his direction-less life.
Dean's friend and co-worker, Monty (Ryan Reynolds), is in exactly the same situation, but has accepted that his future lies with the restaurant. Monty is put in charge of training Mitch (John Francis Daley), a newly hired waiter who is constantly interrupted throughout most of the film before he can speak, usually by Monty. Also working with Dean is Calvin (Robert Patrick Benedict), a hopeless romantic who cannot urinate in public, and Dan (David Koechner), the uptight manager who is grooming Dean as his protégé. Rounding out the staff are 17-year-old hostess Natasha (Vanessa Lengies), abrasive waitress Naomi (Alanna Ubach), waitress (and Monty's ex-girlfriend) Serena (Anna Faris), Dean's girlfriend and fellow waitress Amy (Kaitlin Doubleday), stoner busboys T-Dog and Nick (Max Kasch and Andy Milonakis), head chef Raddimus (Luis Guzman), the insane, unsanitary chef Floyd (Dane Cook), lesbian bartender Tyla (Emmanuelle Chriqui), and the pensive and philosophical dishwasher Bishop (Chi McBride).
The waiters preoccupy themselves with endless gossip, complaining about the customers, seeking covert revenge on particularly rude or annoying patrons, and playing a special kind of game which involves flashing genitalia at a fellow worker (the ""Penis Showing Game""). Each employee has his or her own problems and stories, which are interwoven with the ebb and flow of business. A common phrase used throughout the film, which is referred to in the Shenaniganz training video is ""The only thing different between extraordinary and ordinary, is that little bit of extra!"" This phrase is mocked by many of the wait staff during the film.
Minutes before the restaurant closes, however, Chett and his girlfriend come in for dinner and leave Dean a hefty tip out of pity. This prompts Dean to quit his job—turning down an assistant manager position Dan offered him at the beginning of the film—to seek a more promising future.
When the shift ends, the staff head to a party at Monty and Dean's house. At the party, Monty - who has a predilection for sleeping with teenage girls - is able to resist having sex with Natasha, although he says they will have sex the following Wednesday, when she will be 18. Calvin attempts to fix his relationship problems, and Mitch finally speaks, calling out his coworkers on their problems and quitting. He concludes by giving them all The Goat from the ""Penis Showing Game"", which Raddimus had told him earlier would instantly grant him god-status. Sure enough, Monty swears his undying allegiance to Mitch, telling Dean he's been ""replaced."" The film ends with the staff talking about the incident with Mitch, and Dan showing up at a disgruntled customer's house after Natasha gave him the wrong address to the party.",0,0,0,0,0,comedy
"Col. Flanders commands a U.S. Army base in the South. To improve relations with the locals, he decides to throw a community dance. He gives the assignment to Warrant Officer Michael M. Nace, sergeants Shannon Gambroni and Jones, and a captain, Myerson.
A bigot named Billy Joe Davis is a big man in town, backed by Harve, a redneck sheriff. Harve considers a pretty barfly, Ramona, to be his girl, so when he catches Gambroni and her together, he has the sergeant placed under arrest for lewd conduct in public.
Nace is drunk and of no help. Jones, who is black, is refused a loan by Mr. Kruft, a banker in town, so in anger he decides to spring Gambroni from jail. Billy Joe retaliates by calling in his armed militia, so Nace steals a tank from the base and fights back. Harve takes three of the soldiers as his prisoners.
Nace and Jones (in the tank) manage to arrive at the town, where they wreak havoc by running over the stone statue of a Confederate war hero and ram-crash into the local jail, enabling Gambroni to break out.
By the time the dust settles, Col. Flanders and his men have arrived in town to save the day. The town mayor fires the sheriff for abuse of authority and the military men pledge to repair the damage caused by the tank.",0,1,0,0,1,comedy
"Three plots in three different historical periods—prehistoric times, Ancient Rome, and modern times (the Roaring Twenties)—are intercut to prove the point that man's love for woman has not significantly changed throughout history. In all three plots, characters played by the small and slight Buster Keaton and handsome bruiser Wallace Beery compete for the attention of the same woman, played by Margaret Leahy. Each plot follows similar ""arcs"" in the story line in which Keaton's character works for his beloved's attention and eventually wins her over.
In the Stone Age story line, Keaton competes with the bigger, brutish Beery for a cavewoman Leahy. After observing another caveman drag away a woman by the hair in order to ""claim"" her, Keaton tries to become more assertive, but is continuously pushed back and bullied by Beery. An attempt to make Leahy jealous by flirting with another woman ends in failure. Nevertheless, Keaton grows closer to Leahy, and Beery challenges him to a fight at sunrise. Keaton wins thanks to hiding a rock in his club, but is caught and tied to the tail of an elephant to be dragged around the dirt as punishment. Upon his return, he finds Leahy about to be claimed by Beery and attempts to make off with her. Beery catches him and the two battle by tossing boulders at each other from afar, with Keaton and Leahy on a cliff together. When Beery climbs up to reclaim Leahy, Keaton dispatches Leahy's cronies and finally defeats him. He drags a smitten Leahy off by the hair. In the epilogue, they go off for a walk with their huge family of children following them.
In the Ancient Rome segment, Keaton attempts to attract the attention of the wealthy Leahy, but is continually pushed back by Beery. Beery challenges him to a chariot race after a hard snow — Keaton wins by using sled dogs instead of horses. In revenge, Beery forces him into the lion pit belonging to Leahy's family. Keaton survives by befriending the lion and cleaning its claws. Keaton is rescued by Leahy's parents while Beery kidnaps Leahy. Keaton rescues her and tries to seduce her in her palanquin, which takes off without them. In the epilogue, they also go out for a walk with many children in tow.
In the ""modern times"" story line, Keaton is a poor man yearning for Leahy, who has rich parents. Leahy's mother, unimpressed with Keaton's bank account but interested in Beery's, decides on Beery as a match for her daughter. Keaton accidentally gets drunk at a restaurant where Beery and Leahy are dining, and Beery tricks the male half of another couple into punching Keaton, who stumbles home drunk. Later, Keaton impresses Leahy by playing a football game, whereas Beery is only a coach; Beery decides to play opposite Keaton. Keaton is overwhelmed by the bigger Beery, but ends up winning the game with an impressive touchdown. An irritated Beery frames Keaton for possession of alcohol and gets him arrested, simultaneously showing him a wedding announcement between him and Leahy — Keaton will be unable to stop the wedding while in jail. While shadowed by a guard, Keaton finds a criminal file showing that Beery has been charged with bigamy and forgery. He attempts to call Leahy to warn her. He accidentally escapes when the phone booth he's using is taken out for replacement. Keaton evades the police chasing him and make it to the church on time, dragging Leahy away from the wedding and into a cab. After showing her Beery's criminal file, he takes Leahy home and prepares to leave, but she kisses him. He declares to the cab driver that they're going back to the church. In the epilogue, they also go out for a walk — this time with their dog instead of children.",1,0,0,1,1,comedy
"While on a date in a fancy restaurant with Michelle, Jim is ready to propose to her. His father calls to inform him that he has the ring. Michelle misinterprets when Jim stalls the question. Jim's dad arrives as Jim is receiving fellatio, and a mishap grasps the restaurant's attention. Jim proposes and Michelle accepts.
Jim wants to exclude Stifler from the wedding, having concerns that Stifler's behavior isn't socially acceptable. When Jim is worried about learning the dance, Stifler agrees to teach Jim to dance, and over time to tone down his obnoxious personality, in exchange that he be allowed to attend the wedding and host a bachelor party. The boys go on a road trip when they discover there is only one designer who makes the dress that Michelle wants. They go to Chicago looking for ""Leslie Sommers""; Stifler unwittingly walks into a gay bar, and his raucous behavior gets him into a dispute with several patrons. Stifler challenges Bear to a dance-off, wins, and Bear offers to provide strippers for the bachelor party. Leslie reveals ""him""self and agrees to make the dress for Michelle and hits on Kevin, who is uncomfortable with the unrequited attention. Michelle's parents, who were initially skeptical of Jim, agree to have a preliminary dinner with him.
Michelle's younger sister, Cadence, flies in for the wedding. Both Finch and Stifler are attracted to her, and in an effort to win her over, they each adopt the other's personality and mannerisms. Stifler arranges the bachelor party, including strippers, for everyone at Jim's house except Jim, who unknowingly has arranged dinner with Michelle's parents there. The party is abruptly halted by the unexpected return of the three. With assistance from Bear, who poses as a butler named ""Mr. Belvedere"", Jim nearly succeeds in keeping the activities a secret, until Michelle's mother opens a closet door and is shocked to find Kevin inside, stripped to his boxers and tied to a chair. The boys explain that it was an attempt to make Jim seem like a hero that went wrong, and Michelle's parents accept this and tell him that if he puts that much effort into the upcoming marriage, she can give her blessing.
Michelle has doubts regarding that Jim's paternal grandmother dislikes Michelle for not being Jewish, and about Stifler's invite to the wedding. On the night before the wedding, Stifler inadvertently disrupts the walk-in refrigerator's power supply while retrieving a bottle of champagne in an attempt to lay down Cadence. Previously, Stifler, unaware of Cadence's presence, had revealed his true rude and obnoxious personality. When Stifler later returns, the flowers are dead. Enraged, Jim asks him to leave, and all the others, including Cadence, support Jim's decision.
Feeling guilty for his thoughtless behavior, Stifler convinces the florist to put together a new batch of flowers, and he enlists the help of his football players and Bear. As a gesture of remorse, he also gives a rose to Cadence, much to the amazement of Jim and Michelle. Moved by his actions, Cadence agrees to have sex with him in a supply closet before the ceremony, but Stifler's presence is delayed by a brief thank-you meeting Jim calls among his groomsmen, citing how he is grateful to have friends like them to back him up.
Quickly returning to the hotel, Stifler hears someone in the supply closet and steps inside, unaware that Cadence was interrupted by wedding preparations and that the ushers, the MILF guys from high school, placed Jim's grandmother in that closet to sustain her hostility about the wedding; Stifler only realizes this upon walk-in by Finch and the ushers. She becomes pleasant, particularly towards Stifler, making Michelle and Jim's dad unknowingly happy.
Despite the chaotic events leading up to it, Michelle and Jim get married. At the reception, the couple dances while Stifler dances with Cadence. Finch is sitting by himself when Stifler's mom arrives. Although agreeing they are over each other, Stifler's mom mentions having a double suite and invites Finch to join her. The film ends with the MILF guys spying on Stifler's mom and Finch in her suite's couple-size bathtub, having oral sex.",1,0,1,1,1,comedy
"Set in 1895, Robert Cummings plays a con man, Sylvanus Hurley, who is trying to raise the selling price of land he owns by convincing the residents of Miami that a railroad is coming to town. Jerome Courtland plays the barefoot mailman, Steven Pierton, who leads Sylvanus along the beach from Palm Beach to Miami, and who is skeptical of Sylvanus's scheme. Terry Moore is a run-away teenager, Adie Titus, who joins Sylvanus and Steven on their walk by impersonating a child. John Russell plays Theron, a swamp gang leader who tries to carry Adie away. Will Geer plays Dan Paget, a newspaper editor and the mayor of Miami.",0,0,0,0,1,comedy
"Herbert H. Heebert (Jerry Lewis) is a young man who loses his girlfriend, swears off romance, and then takes a job at a genteel, women-only boarding house, run by Helen Wellenmellen (Helen Traubel). Although most of the women treat him like a servant, Fay (Pat Stanley) helps him with his fear of women.",0,0,0,0,0,comedy
"In a prologue, pompous film director Eric Von Leppe (Paul Bartel) is shooting a skydiving sequence for low-budget Miracle Pictures in which an actress is killed. Candy Wednesday (Candice Rialson) arrives in Los Angeles to make it as an actor. She gets an agent, Walter Paisley (Dick Miller), but struggles to find work until she inadvertently gets involved in a bank robbery as a getaway driver. This gets her a job for Miracle Pictures as a stunt driver. She meets Eric Von Leppe, temperamental starlet Mary McQueen (Mary Woronov), sleazy producer PG (Roger Doran) and friendly scriptwriter, Pat (Jeffrey Kramer). Candy and Pat fall in love and she starts to get work as an actor, becoming friends with fellow starlets Bobbi (Rita George) and Jill (Tara Strohmeier).
Everyone goes to the Philippines to make a movie, Machete Maidens of Mora Tau, starring Candy, Mary, Bobbi and Jill. Candy has to play a character who is raped which upsets her. Later on during the shoot, Jill, Bobbi and PG have a threesome. During the filming of a battle sequence, Jill is shot dead by an unseen attacker.
Back in the US, Candy, Walter and Pat all go to see Machete Maidens at a local drive in, where the projectionist tries to rape Candy but she is rescued by Walter. While shooting a chase scene in a science fiction film, Mary, Candy and Bobbi are almost killed in a car accident. Bobbi is called back to the studio late at night and is stabbed to death.
Candy begins to suspect Patrick is the killer. But it turns out the real culprit is Mary. She tries to kill Candy at the Hollywood Sign but it falls on her and crushes her to death. Candy is reunited with Pat and becomes a film star.",0,1,0,0,1,comedy
"The story takes place in Gibraltar, and is based on a local legend: if the resident Barbary apes were ever to leave, the British would lose Gibraltar. This wartime comedy has Terry-Thomas as the keeper of the apes. When one of the apes goes missing, he is required to go behind enemy lines to capture another one, or be personally responsible for the loss of Gibraltar.",0,1,0,0,1,comedy
"Because she married a circus performer, Judge Foster (Erville Alderson) casts out his only daughter. Just before her death a few years later, she leaves her little girl Sally (Carol Dempster) in the care of her friend McGargle (W.C. Fields), a good-natured crook, juggler and fakir. Sally grows up in this atmosphere and is unaware of her parentage. McGargle, realizing his responsibility to the child, gets a job with a carnival company playing at Great Meadows, where the Fosters live. A real estate boom has made them wealthy. Sally is a hit with her dancing. Peyton (Alfred Lunt), the son of Judge Foster's friend, falls in love with Sally. To save him, the Judge arranges to have McGargle and Sally arrested. McGargle escapes, but Sally is hunted down and brought back. McGargle, hearing of Sally's plight, steals a Flivver, and after many delays, reaches the courtroom and presents proof of Sally's parentage. The Judge dismisses the case and his wife takes Sally in her arms, but Peyton's claim is stronger and she agrees to become his wife. McGargle is persuaded to remain and is found an outlet for his peculiar talents in selling real estate.",0,1,0,0,1,comedy
"Milo Terkel has been asked for a divorce by his wife Emily and he explains to a judge why, including that it's partially the fault of his dog Joe.
The trouble began one night when Milo bought Emily an expensive piece of jewelry, only to discover she won't be home for dinner. He goes out to eat, taking Joe with him, and the suitably named Gorgeous Gilmore spots the jewelry and admires it.
Jealousy ensues after Emily's freeloading brother George Baxter begins to meddle, making it appear Milo's seeing another woman. Joe the dog doesn't help matters, causing Gorgeous to fall into a pond, causing Milo to take her home and replace her dress. Then the new dress gets ripped from Gorgeous by angry boyfriend Louie.
By the time Milo is done telling how many different ways Joe has intervened and that the dog is even talking to him, the judge is ready to sentence him to a sanitarium. Emily takes pity and takes him away for a fresh start to their marriage instead.",0,0,0,1,0,comedy
"Tina (Marion Davies) is the drudge of the Red Mill Tavern in Holland. She works hard and long hours, with her only company being a mouse, named Ignatz. Willem (George Siegmann) is the mean Tavern proprietor who catches her feeding the mouse. He is outraged and scares away the mouse and takes it out on Tina.
Dennis Wheat (Owen Moore) is a foreigner who came to the Netherlands for the damsels. He was accompanied by his valet Caesar Rinkle (Snitz Edwards). One day, Tina notices and immediately falls in love with him. She sneaks out of the tavern to be closer to him and hears him saying he will judge an ice skating race. The winner of the race will be kissed by him.
Tina decides to enter and wins. When Dennis is about to kiss her, Willem storms out and takes Tina with him. She later finds out Dennis is leaving town and becomes sad. Tina goes back to her hard working days and fantasizes about Dennis returning. Dennis returns in the spring and takes an interest in the Burgomaster's daughter Gretchen (Louise Fazenda), who is about to marry the Governor (William Orlamond) but actually is in love with Captain Jacop Van Goop (Karl Dane).
Jacop sends Gretchen a letter, begging her to elope with him at night. Gretchen has to cross her overprotecting father if she wants to leave the house, and does not think there is any chance she will be able to leave the house. Tina, however, helps her escape successfully by dressing up like her and Gretchen dressing up like Tina. After Gretchen has left, Dennis sneaks into the house to meet the woman he noticed. He kisses Tina, thinking it is Gretchen.
Gretchen goes back home when she is scared after Tina's mouse ran into her shoe. Meanwhile, Caesar overhears someone saying Gretchen will inherit her grandfather's estate the day she marries and immediately informs Dennis. Jacop climbs on a ladder leading to Gretchen's room to reunite with her. Dennis sees this and thinks Jacop is kissing the same girl he kissed. He is mad and throws a stone to him, making him fall off his ladder through the window of the tavern.
Tina comes up, still dressed up as Gretchen, and tells Dennis Jacop was a relative and it was only a formal kiss. She promises to elope with him in the morning. The next day, Gretchen is forced to marry the governor. She begs Tina to save her, before she leaves with her father. Tina eventually scares everyone away with her mouse, and sneaks off with Gretchen. Gretchen is soon reunited with Jacop, but Tina is left being chased by both the wedding guests and the burgomaster.
Willem finds her hiding in the tavern and locks her up in a mill, which is rumored to be haunted by ghosts. Tina is scared, but Dennis comes after her and protects himself with a gun. An accident causes him to shoot Tina in the back. They kiss and are happy, but find out Willem is after them with a shotgun. Dennis and Tina escape through a window and can now finally love each other carefree.",0,0,0,1,1,comedy
"Walter Krunk is a 35-year-old orphan who has lived in an orphanage since childhood because he never was adopted but has made a friendship with a fellow video game addicted orphan named Henry. During a play of the Wizard of Oz Walter ruins the set during the opening due to his harness malfunctioning which caused him to swing around and crash into the set. Meanwhile, retired MMA fighter Eddie Sullivan is training a fellow fighter for a tournament in New Orleans with a $100,000 prize to the winner, fellow rival Memphis Earl has also trained a bigger, scarier fighter named Redrum for the tournament, both of their trainees have a short match but Eddie's fighter is easily knocked out with one punch. Earl threatens Eddie saying that if he doesn't find a new fighter they'll beat him down bad. One day Walter is cooking with Henry when Walter suddenly goess to the bathroom and tells Henry to watch the food, Henry is distracted by a game and doesn't see that the food has started a fire, the fire department manages to put the fire out but it leaves the kitchen destroyed. a local law enforcement States that without a working kitchen the orphanage will close down and the kids will be put in foster homes unless they can get enough money to fix the kitchen in 10 days. Eddie enters a church and asks God to let him find a good fighter in time for the tournament, the owner of the orphanage is scolding Walter for causing the fire but makes him fall into the church and Eddie decides to train to be his fighter. After watching his video advertisement they are reluctant since Walter is not much of a fighter but the owner agrees due to that it's their only option and agree but they threaten Eddie that if he runs away with the money they'll hurt him bad, so she makes Mary Alice go with them and persuades Walter with saying what happens to the other orphans and set off for matches around the nearby city's and States in the orphanage school bus. The first match is in Jefferson city at a church, Eddie decides to tape and upload the match highlights for internet fan buzz, during the match Walter doesn't show much of a fight and is easily dominated but manages to win when he falls on his opponent making him submit. Meanwhile, Memphis Earl and Redrum go to the gym and want to see Eddie but his father tells them that he isn't there and got a new fighter, they want to know who it is but he refused to tell them even after intimidating him. That night at a motel Mary and Walter have a talk about the situation with the choice to fight, Mary doesn't want it to go but Walter changes her mind by saying that he's on the road for the first time in his life and that he's doing something important to himself. Meanwhile, Earl and Redrum have found the group at the motel and threaten Eddie to stay away from New Orleans. The next day driving to the next match the bus engine starts smoking causing the bus to crash into a pole and eventually explodes, Eddie, Mary and Walter escape unharmed. Walking on the road with only $200 Mary manages to get a truck driver to take them to the next match, the next fight is at a kids house where he hosts fights in his backyard and pays the fighters with the attendance money from other kids. While Eddie gives Walter a pep talk to get him riled up the kids dad notices the fights and goes on a rampage telling everyone to get out of his yard, Walter runs into the backyard and tackles the dad into the fence thinking he was his opponent. Eddie calls his dad who got injured because of Earl and Redrum and tells him to enter the tournament and win to avenge him, Mary takes them to a trailer park where her friend Tina lives, they tell her of the situation and remembers that at a nearby carnival there was a sign that offered anyone to fight a grizzly bear with a $500 prize and gives Walter a new look (shaving his head and giving tattoo's), and falls in love with Tina. Walter manages to win with a choke hold and is given the nickname ""the Bear Basher"". Later that night while riding a bus Walter has a serious gas attack that leads to the group being kicked off the bus, meanwhile Memphis Earl has found that Walter is a serious threat and might win the tournament so he decides to adopt Henry and hold him hostage but the owner refuses to let him adopt even after he promises a good life for him. The group walks to a gas station and Eddie goes in to ask for directions to a rental car company, a motorcycle gang shows up and starts messing around with Mary, Eddie attempts to help but is outnumbered by them, Walter comes and fights them off, Eddie goes in to get the security footage and continue their journey on one of the gang member's motorcycle. During a camp out Mary and Walter ask Eddie why he retired from fighting and then make jokes saying it was a testicular injury, throughout the journey Walter wins more fights earning more money while Eddie teaches Mary and Walter more fighting moves. During another camp out Eddie and Mary start having feelings for each other. Finally arriving in New Orleans Eddie checks the group in to a luxury hotel, plans a pre-fight celebration for a night on the town and buys Mary a dress and Walter a tuxedo. At the restaurant Eddie tells Walter to not stare but Eddie does when Mary walks in, some girls invite Walter to dance but Mary stays at their table. Mary gets drunk from drinking Eddie's drink and confronts the Waitress when she sees her talking to Eddie which results in a fight ending with Mary knocking out the Waitress with a spinning heel kick. The following day while Walter is preparing for the tournament at the hotel Tina shows up giving a pair of shorts that she made for him. During the sign in Mary calls the owner saying that the trip is almost over but after the call ended a fellow worker informed the owner that they couldn't find Henry. The man who is in charge of the sign in says that Eddie didn't pre register so Walter can't compete, Mary tells everyone who Walter is so they get into the tournament. Both Walter and Redrum make it to the finals, backstage Eddie's dad shows up not wanting to miss the main event, Eddie not sure if Walter will win asks his dad to make sure that the money they made on the road makes to the orphanage. Memphis Earl reveals to Mary in the Girls bathroom why Eddie retired, it was because he was banned from fighting for life for taking a dive in a title fight and that he only cares about himself and probably betting against Walter now. When she confronts Eddie, before he can explain the situation the orphanage workers reveal that Memphis Earl has kidnapped Henry and is holding hostage unless Walter takes a dive in the fight, Eddie plans to have the match stalled while the workers look for Henry knowing that Earl won't leave with Redrum in the ring. During the fight Earl shows up with Henry to distract Walter but this makes him angry enough to win the fight by Submission and Memphis Earl is arrested for kidnapping. During the celebration Eddie's dad reveals that he bet the $4,000 on Walter to win and got $80,000 for the orphanage, Eddie and Mary kiss to end the scene. Walter is then filling a moving truck for his new apartment, he notices Henry looking upset and Henry tells him its because he's moving and he's not and that he is losing his best friend, Walter tells that he's going to adopt Henry and wouldn't leave him behind, they hug to end the movie.",1,1,1,1,1,comedy
"Sir Reginald Ford (Ian Hunter), known as ""Lazybones"", is an idle baronet. He hasn't a care in the world, although he doesn't have any money either. His brother and sister introduce him to Kitty McCarthy (Claire Luce), an American heiress, in the hope that he'll marry her and so gain access to her fortune which will help out his family.
Kitty's cousin Mike (Bernard Nedell) brings Kitty the bad news that she's lost her fortune. Mike is hoping to grab the maps for some Arabian oil fields that are being kept in the house. They are being guarded by two detectives and everybody chasing everybody else whilst trying to get the plans makes an amusing sub-plot.
Back in the main story line, Reginald has discovered that he loves Kitty for herself and doesn't care about her not having a fortune. So they get married, despite the warnings from a pessimistic passer-by who they call in as a witness. Neither of them are broke, but it takes a lot to run the old family pile. Kitty has bought a pub and Reginald and Kitty have some fun serving the regulars there.
Back at the family seat Reginald has found a way to make money from other idle members of the English aristocracy. He sets up a ""Home for the Idle Wealthy"" and they come to stay (for a fee) and act as butler, gardener, chauffeur etc.",0,0,0,1,0,comedy
"Wilbur Hoolihan (Lou Costello) accidentally kills a hack horse owned by King O'Hara (Cecil Kellaway) and his daughter, Princess (Patsy O'Connor) by feeding it candy. In hopes of raising enough money to replace it, he and his friend Grover Mockridge (Bud Abbott) visit a gambling parlor. They are successful in raising the money, but before they can purchase a new horse, a con man swindles Wilbur out of his cash. They are informed by some touts that an old horse is available for nothing at one of the tracks. They visit the track and mistakenly take the wrong horse, a champion by the name of Tea Biscuit. They present the horse to O'Hara as a replacement for his deceased horse.
The horse's real owner, Col. Brainard (Samuel Hinds), offers a reward for Tea Biscuit. By this time O'Hara has taken a fare up to Saratoga. Wilbur and Grover, realizing their error, drive to Saratoga. The three touts also realize that Wilbur and Grover took Tea Biscuit, and trail them hoping to recover the horse and collect the reward. Wilbur and Grover manage to find O'Hara and hide Tea Biscuit in their hotel room, but they are hounded by the house detective, Warner (Eugene Pallette), who was tipped off by the touts. Wilbur and Grover head to the race track in time for a big race. Grover makes a deal with Warner: for $100 he will give him the horse Wilbur rides. Grover then uses that money to bet on Tea Biscuit. Before the race, Wilbur is thrown off Tea Biscuit and lands on Rhubarb. Tea Biscuit, with a real jockey aboard, wins the race. Wilbur rides Rhubarb and loses. Warner and the touts take Wilbur's horse, which they believe is Tea Biscuit, to Col. Brainard for the reward, but it is the wrong horse. Grover holds the only winning ticket on Tea Biscuit, and uses their winnings to buy O'Hara a real replacement horse.
There is a scene that breaks the fourth wall: Wilbur and Grover are in their apartment when someone knocks at the door. Grover says, ""Go answer the door, it might be Warner."" Wilbur answers, ""It won't do no good, we're signed up with Universal."" Abbott and Costello had a long-term contract with Universal Pictures at the time.",0,0,0,1,0,comedy
"Boyd Mitchler and his family must spend Christmas with his estranged family of misfits. Upon realizing that he left all his son's gifts at home, he hits the road with his dad in an attempt to make the 8-hour round trip before sunrise.",1,0,0,0,0,comedy
"The city's beauty parlors are flooded with hopeful women as the Navy fleet and its sailors are coming to visit. Sally Gilroy is one of these expectant girls. Sally is quite nervous about the visit since her fiancé Danny is among the arriving sailors, and she is supposed to marry him in the next few days. Her best friends Myrtle and Georgine try to calm her down and tell her there is nothing to worry about.
But it turns out there is. Danny's best friend and sailor colleague Scrappy Wilson has grown tired of marriage. Right before their ship, the USS Dakota, enters the docks his pay is withheld after a court order ruling, because he owes his wife alimony. Scrappy decides to save Danny from going through the same thing and stop him from marrying.
Scrappy involves another sailor, Goofer, in his plan. They plant a gun part in Danny's sailor duffel bag before he disembarks the ship, and Danny is arrested when he is caught stealing Navy equipment by Chief Mulcahy.
Scrappy himself goes ashore and meets Sally, telling her that Danny is going to spend the entire month-long visit in the ship's jail. Another sailor named Rodney tries to make Sally jilt Danny and go with him instead. Sally rejects him and desperately decides she has to bring Danny ashore at some point during the visit.
Danny manage to escape jail and get on the next boat to the shore, and he and Sally go to their brand new house. When they arrive their, Sally reveals a big surprise - she has a baby to take care of. She has adopted it after a friend and her husband was killed in a car accident. Sally has named the baby Margaret Lane ""Skipper"". Danny is not overly happy with this new family development.
Danny is discovered by a shore patrol, who arrest him again for going AWOL using another sailor's identity. Sally tries to help out by telling the ship commander, Captain Roscoe, that Danny only went ashore to visit his sick baby, and that they are already husband and wife. Roscoe swallows her explanation and not only drops the charges against Danny, but promotes him to help him take care of his new family.
Rodney doesn't give up on Sally, and visits to play with Skipper. When Danny arrives to his home on a legitimate pass, he gets into an argument with ""home-wrecker"" Rodney. The couple is under supervision by Miss Purvis, who acts with the mandate of the juvenile court, and a fight wouldn't improve their status as adoption parents.
They decide to throw a party to get on Miss Purvis' good side, but the party derails when Scrappy's friend Barnacle arrives and picks a fight with Danny. Miss Purvis is very upset by the men's behavior, and the party ends with Sally breaking up with Danny.
Rodney takes the opportunity to propose to Sally, trying to convince her that she needs a husband to keep Skipper. Sally reluctantly accepts his proposal, but Danny soon returns and he and Sally make up again. Sally breaks off the new engagement to Rodney, but when Danny finds out about the deceit, and a fight ensues, destroying the entire house interior.
Miss Purvis sees the devastation and gets the two men arrested by another shore patrol. Desperate not to lose Skipper, Sally sneaks aboard the Dakota and leaves the baby on board in Chied Mulcahy's room before returning ashore. The fleet sets sail to participate in the naval war games.
When Sally cannot return Skipper to the authorities she is faced with juvenile court. Skipper is discovered on board, and Danny decides to tell the whole story to Captain Roscoe. When the ship starts firing its cannons, the baby starts screaming and the ship doctor tells Roscoe to stop firing or the baby will suffer permanent damages. Roscoe is reluctant to do so, afraid his good reputation will be destroyed and he will lose his chance of becoming an Admiral of the fleet. It turns out that all that was wrong with Skipper was a loose safety pin, and that Roscoe's superiors praise him for his timely cease fire.
Danny eventually comes back ashore and is married to his Sally at the Church of Good Shepherd.[1]",0,0,0,1,1,comedy
